recipe_title;category;subcategory;description;ingredients;directions;num_ingredients;num_steps
Cheesy Bacon, Sausage, and Egg Hash Brown Skillet;Breakfast And Brunch;Breakfast Casseroles;This cheesy hash brown skillet with bacon, sausage, and egg is a scrumptious, easy breakfast. Garnish with 2 thinly sliced green onions, if desired.;"[""6 slices bacon, cut into 1-inch pieces"", ""1 link smoked pineapple-bacon chicken sausage, cut into slices"", ""1 tablespoon canola oil"", ""1 teaspoon butter"", ""2 \u00bd cups frozen hash brown potatoes, thawed"", ""\u00bd onion, chopped"", ""\u00be teaspoon garlic powder, divided"", ""\u00bd teaspoon onion powder"", ""\u00bc teaspoon salt, or more to taste"", ""\u00bc teaspoon ground black pepper, or more to taste"", ""1 cup shredded Cheddar cheese"", ""6 large eggs"", ""1 tablespoon milk""]";"[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Place bacon in a 10-inch skillet and cook over medium heat, stirring occasionally, until crisp, about 10 minutes. Use a slotted spoon to remove bacon to a paper towel-lined small bowl. Discard 1/2 of the bacon fat using a spoon."", ""Cook sausage in remaining bacon fat in the hot skillet until browned on both sides, about 5 minutes. Remove to the bowl with bacon."", ""Heat canola oil and butter in the same skillet over medium heat. Add hash browns and onion. Stir in 1/2 teaspoon garlic powder, onion powder, salt, and black pepper. Spread hash brown mixture evenly in the skillet; cook, undisturbed, until browned, about 5 minutes. Turn hash browns over and sprinkle with Cheddar cheese."", ""Whisk together eggs, milk, and remaining 1/4 teaspoon garlic powder in a medium bowl; season with salt and pepper. Pour egg mixture over cheese-covered hash browns in the skillet. Sprinkle the top with bacon and sausage pieces."", ""Bake in the preheated oven until the top is puffed, cheese is melted, and a knife inserted into the center comes out clean, 10 to 15 minutes.""]";13;6
Fast and Fabulous Egg and Cottage Cheese Casserole;Breakfast And Brunch;Breakfast Casseroles;This cottage cheese egg bake is the easiest and best casserole I have tried so far. My sweet mother-in-law shared this recipe with me. I make 3 or 4 at a time and keep them in the freezer to take to gatherings, feed guests, or surprise kids. Green chiles make it pop!;"[""cooking spray"", ""2 (16 ounce) packages cottage cheese"", ""10 large eggs, beaten"", ""1 pound shredded Monterey Jack cheese"", ""1 (4 ounce) can diced green chiles"", ""\u00bd cup butter, melted (Optional)"", ""\u00bd cup all-purpose flour"", ""\u00bd cup cooked crumbled bacon (Optional)"", ""1 teaspoon baking powder""]";"[""Preheat the oven to 400 degrees F (200 degrees C). Grease a 10x13-inch baking dish with cooking spray."", ""Mix together cottage cheese, beaten eggs, Monterey Jack cheese, green chiles, melted butter, flour, bacon, and baking powder in a large bowl until well combined; pour into the prepared baking dish."", ""Bake in the preheated oven for 15 minutes. Reduce heat to 350 degrees F (175 degrees C) and continue baking until a toothpick inserted into the center of casserole comes out clean, about 30 minutes more.""]";9;3
Wake-Up Casserole;Breakfast And Brunch;Breakfast Casseroles;This hash brown patty casserole is a quick and easy breakfast.;"[""cooking spray"", ""8 frozen hash brown patties"", ""4 cups shredded Cheddar cheese"", ""1 pound cooked ham, cut into cubes"", ""7 large eggs"", ""1 cup milk"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground mustard""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish with cooking spray."", ""Arrange hash brown patties in the prepared baking dish. Sprinkle Cheddar cheese and ham over patties."", ""Whisk together eggs, milk, salt, and mustard in a large bowl until well combined; pour over ham. Cover the baking dish with aluminum foil."", ""Bake in the preheated oven for 1 hour. Remove foil and continue baking until the edges are golden brown and a knife inserted into the center comes out clean, about 15 minutes more.""]";8;4
Amazing Muffin Cups;Breakfast And Brunch;Breakfast Casseroles;Breakfast egg muffins with hash browns acting as the crust. Filled with eggs, sausage, red bell pepper, and cheese, these hash brown muffins make a delicious breakfast that will feed a crowd.;"[""12 links Johnsonville\u00ae Original breakfast sausage"", ""3 cups frozen country style shredded hash brown potatoes, thawed"", ""3 tablespoons butter, melted"", ""\u215b teaspoon salt"", ""\u215b teaspoon pepper"", ""2 cups shredded 4-cheese Mexican blend cheese"", ""6 large eggs, lightly beaten"", ""\u00bc cup chopped red bell pepper"", ""1 teaspoon chopped fresh chives, or to taste""]";"[""Preheat the oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin pan."", ""Heat a nonstick skillet over medium-low heat. Add sausage links and cook, turning frequently, until well browned, 12 to 16 minutes. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C)."", ""While the sausage is cooking, mix hash browns, melted butter, salt, and pepper together in a bowl until well combined. Press mixture into the bottom and sides of the prepared muffin cups."", ""Bake in the preheated oven until lightly browned, about 12 minutes."", ""Cut sausage into 1/2-inch pieces. Stir cheese, beaten eggs, and bell pepper together in a bowl."", ""Remove hash brown crusts from the oven. Divide sausage between crusts, then spoon egg mixture over top. Sprinkle with chives."", ""Return to the oven and bake until set, 13 to 15 minutes.""]";9;7
Sausage Hashbrown Breakfast Casserole;Breakfast And Brunch;Breakfast Casseroles;This breakfast casserole recipe is made with hash browns, sausage, eggs, and cheese — what's not to love? It can be made ahead of time and refrigerated until you're ready to bake it. It's great for a work potluck, an overnight guest, or an easy breakfast on Christmas morning!;"[""cooking spray"", ""2 pounds bulk spicy breakfast sausage"", ""2 pounds frozen hash brown potatoes"", ""2 cups shredded Cheddar cheese"", ""1 (7 ounce) can green chile peppers (Optional)"", ""8 large eggs"", ""2 cups milk"", ""1 teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon garlic powder""]";"[""Preheat the oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with cooking spray."", ""Cook and stir sausage in a hot skillet over medium heat until crumbly and no longer pink, 5 to 7 minutes. Drain and discard grease, and transfer sausage to a bowl."", ""Cook hash browns in the skillet in the residual grease over medium heat, stirring occasionally, until lightly browned, about 8 minutes. Remove from the heat."", ""Transfer hash browns to the prepared baking dish and spread in an even layer across the bottom. Sprinkle cooked sausage over top, then layer with Cheddar cheese and chile peppers."", ""Whisk milk, eggs, salt, pepper, onion powder, and garlic powder together in a bowl. Pour over hash brown mixture."", ""Bake casserole, uncovered, in the preheated oven until bubbly and the top is golden brown, 35 to 40 minutes.""]";11;6
Christmas Morning Egg Casserole;Breakfast And Brunch;Breakfast Casseroles;This was the casserole my mom made every year for Christmas morning.;"[""cooking spray (such as Pam\u00ae)"", ""2 cups diced cooked ham"", ""2 tablespoons butter, or as needed"", ""7 slices bread, crusts removed"", ""\u00bd pound American cheese, cubed"", ""3 cups milk"", ""6 eggs, beaten"", ""\u00be teaspoon dry mustard"", ""\u00be teaspoon salt""]";"[""Gather all ingredients."", ""Spray a 9x13-inch casserole dish with cooking spray."", ""Spread ham into the bottom of prepared casserole dish. Butter one side of each bread slice; cut slices into cubes. Arrange buttered bread cubes atop ham; layer American cheese over bread cubes."", ""Whisk milk, eggs, mustard powder, and salt together in a bowl; pour over American cheese layer. Cover dish with aluminum foil and refrigerate 8 hours or overnight."", ""Preheat oven to 350 degrees F (175 degrees C). Remove aluminum foil from casserole."", ""Bake in the preheated oven until cheese is melted and eggs are set in the middle, about 1 hour.""]";9;6
Sausage Egg Muffins;Breakfast And Brunch;Breakfast Casseroles;These sausage and egg muffins are a quick and easy morning or afternoon snack. I use standard muffin pans and fill them 1⁄3 full, but you can adjust the amount of filling to suit your taste.;"[""\u00bd pound ground pork sausage"", ""12 large eggs, beaten"", ""1 small onion, chopped"", ""\u00bd (4 ounce) can chopped green chile peppers, drained"", ""1 teaspoon garlic powder"", ""salt and pepper to taste""]";"[""Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 12-cup muffin tin."", ""Cook sausage in a large skillet over medium-high heat until browned and crumbly, 5 to 7 minutes. Drain."", ""Combine eggs, onion, and chile peppers in a large bowl. Add sausage, salt, and pepper; mix until well combined. Spoon 1/4 cup sausage mixture into each of the prepared muffin cups."", ""Bake in the preheated oven until eggs are set and a toothpick inserted into the center comes out clean, 15 to 20 minutes.""]";6;4
Egg and Sausage Casserole;Breakfast And Brunch;Breakfast Casseroles;This egg and sausage casserole is easy to make and always a hit. The recipe was given to me by a friend several years ago. Co-workers beg for it, and it's my husband's favorite!;"[""1 pound pork sausage"", ""8 eggs, beaten"", ""2 cups shredded mozzarella cheese"", ""2 cups shredded Cheddar cheese"", ""1 teaspoon dried oregano"", ""1 (8 ounce) package refrigerated crescent roll dough""]";"[""Preheat the oven to 325 degrees F (165 degrees C). Lightly grease a 9x13-inch baking dish."", ""Cook sausage in a large, deep skillet over medium-high heat, until evenly browned, 7 to 9 minutes. Drain and crumble into small pieces."", ""Mix beaten eggs, mozzarella, Cheddar, and oregano together in a large bowl."", ""Line the bottom of the prepared baking dish with crescent roll dough, then sprinkle crumbled sausage over top. Pour egg mixture over sausage."", ""Bake in the preheated oven until a knife inserted into the center comes out clean, 25 to 30 minutes.""]";6;5
Sausage Hash Brown Breakfast Casserole;Breakfast And Brunch;Breakfast Casseroles;This sausage and hash brown breakfast casserole with a make-ahead option is super easy and actually good. It's also great if you add a little onion.;"[""1 pound hot pork sausage"", ""1 cup milk"", ""3 large eggs, beaten"", ""1 \u00bd teaspoons salt, divided"", ""1/2 (30 ounce) package frozen hash brown potatoes, thawed"", ""1 cup shredded Cheddar cheese"", ""1/2 teaspoon ground black pepper""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch square baking dish or a 9-inch, deep-dish pie plate."", ""Cook sausage in a large skillet over medium-high heat until browned and crumbly, 5 to 7 minutes. Drain and discard grease."", ""Whisk milk, eggs, and 1 teaspoon salt together in a bowl."", ""Transfer cooked sausage to a large bowl. Add hash browns, Cheddar, pepper, and remaining 1/2 teaspoon salt; stir well to combine."", ""Spread in an even layer in the prepared baking dish, then pour egg mixture evenly over top."", ""Bake in the preheated oven until bubbling and golden, about 45 minutes."", ""Enjoy!""]";7;7
Easy Blini (Russian Pancake);Breakfast And Brunch;Crepes And Blintzes;This blini recipe makes bite-sized pancakes that result in perfect appetizers. Top blini with smoked salmon, creme fraiche, or even caviar. Add a sprig of dill and they are sure to impress. My children also love eating these plain too!;"[""1 cup all-purpose flour"", ""\u00be teaspoon salt"", ""\u00bd teaspoon baking powder"", ""\u00be cup milk"", ""2 tablespoons milk"", ""1 large egg"", ""1 tablespoon melted unsalted butter"", ""1 tablespoon unsalted butter""]";"[""Gather all ingredients."", ""Combine flour, salt, and baking powder in a bowl."", ""Whisk 3/4 cup plus 2 tablespoons milk, egg, and 1 tablespoon melted butter together in a separate bowl. Mix into the flour mixture until the batter is fully combined."", ""Heat 1 tablespoon butter in a large skillet over medium-low heat. Cooking several blini at a time, drop batter, one tablespoon at a time, onto the heated skillet."", ""Cook until bubbles form, 1 1/2 to 2 minutes. Flip and continue cooking until brown, about 1 minute more. Move to a paper towel-lined plate to help soak up excess butter."", ""Repeat with the remaining batter.""]";8;6
Dessert Crepes;Breakfast And Brunch;Crepes And Blintzes;This crepe recipe is essential for a fancy breakfast or eye-catching dessert. Sprinkle warm crepes with sugar and lemon, or serve with whipped cream, ice cream, and fruit.;"[""4 eggs, lightly beaten"", ""1 \u2153 cups milk"", ""1 cup all-purpose flour"", ""2 tablespoons butter, melted"", ""2 tablespoons white sugar"", ""\u00bd teaspoon salt""]";"[""Gather all ingredients."", ""Whisk together eggs, milk, flour, melted butter, sugar, and salt in a large bowl until smooth."", ""Heat a medium skillet or crepe pan over medium heat. Grease the pan with a small amount of butter or oil applied with a brush or paper towel."", ""Using a serving spoon or small ladle, spoon about 3 tablespoons crepe batter onto the hot pan, tilting the pan to evenly coat the bottom surface."", ""Cook until golden brown, 1 to 2 minutes per side."", ""Serve warm and enjoy!""]";6;6
Creamy Strawberry Crepes;Breakfast And Brunch;Crepes And Blintzes;These strawberry crepes are delicious and have a rich and creamy filling with lots of sliced fresh strawberries. This recipe has been a family favorite for over 30 years! Perfect for special occasions.;"[""\u00be cup all-purpose flour"", ""\u00bd cup milk"", ""\u00bd cup water"", ""3 large eggs"", ""3 tablespoons butter, melted"", ""\u00bd teaspoon salt"", ""1 \u00bc cups sifted confectioners' sugar"", ""1 (8 ounce) package cream cheese, softened"", ""1 tablespoon lemon juice"", ""1 teaspoon lemon zest"", ""\u00bd teaspoon vanilla extract"", ""1 cup heavy cream, whipped"", ""4 cups sliced strawberries""]";"[""Gather all ingredients."", ""To make the crepe batter: Place flour, milk, water, eggs, melted butter, and salt into a blender; blend until smooth and set aside."", ""To make the filling: Beat confectioners' sugar, cream cheese, lemon juice, lemon zest, and vanilla with an electric mixer in a large bowl until smooth."", ""Gently fold in whipped cream."", ""Heat a lightly oiled griddle or non-stick skillet over medium heat. Pour or scoop batter onto the griddle, using approximately 2 tablespoons for each crepe."", ""Tip and rotate the pan to spread batter as thinly as possible."", ""Flip over when batter is set and edges begin to brown. Continue cooking until bottom begins to brown. Stack finished crepes on a plate; cover with a damp towel."", ""Fill each crepe with 1/4 cup sliced strawberries and 1/3 cup cream cheese filling."", ""Roll up and top with a dollop of cream cheese filling and more sliced strawberries.""]";13;9
